產品名稱,廠商名稱,遊戲平台,級別,情節,上市日期
數獨經典,王裕金,PC單機,普,棋牌益智,未上市
動感遊戲派對,華星科藝股份有限公司,Xbox360,普,未涉及任何情節,未上市
武林立志傳龍吟劍,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
健身工坊 日文版,華星科藝股份有限公司,Wii,普,未涉及任何情節,未上市
跑跑小廚師,碩辣椒股份有限公司,手機遊戲,護,未涉及任何情節,未上市
雷射超人:瘋狂兔子一代 日版,華星科藝股份有限公司,Wii,護,暴力,未上市
雷射超人:瘋狂兔子二代日版,華星科藝股份有限公司,Wii,護,暴力,未上市
雷射超人:瘋狂兔子 TV派對日版,華星科藝股份有限公司,Wii,護,暴力,未上市
雷射超人:瘋狂兔子歸鄉記日版,華星科藝股份有限公司,Wii,護,暴力,未上市
雷射超人:瘋狂兔子:時光旅行日版,華星科藝股份有限公司,Wii,護,暴力,未上市
變形金剛:賽博坦殞落,華星科藝股份有限公司,Xbox360,輔12,"暴力,恐怖,不當言語",未上市
伊甸之子,華星科藝股份有限公司,Xbox360,輔12,暴力,未上市
勇敢傳說,華星科藝股份有限公司,Xbox,輔12,"暴力,恐怖,不當言語",未上市
心靈殺手,台灣微軟,Xbox360,輔15,"暴力,菸酒,不當言語",未上市
星際戰警3,華星科藝股份有限公司,Xbox360,輔15,"暴力,不當言語,反社會性",未上市
星際戰警3,華星科藝股份有限公司,PS3,輔15,"暴力,不當言語,反社會性",未上市
超級戰艦,華星科藝股份有限公司,Xbox360,輔15,"暴力,不當言語,反社會性",未上市
超級戰艦,華星科藝股份有限公司,PS3,輔15,"暴力,不當言語,反社會性",未上市
極道車魂:舊金山白金版,華星科藝股份有限公司,PS3,輔15,"暴力,不當言語",未上市
阿帕契: 空中突襲,華星科藝股份有限公司,PS3,輔15,"暴力,恐怖,反社會性",未上市
變形金剛 3,華星科藝股份有限公司,Xbox360,輔15,"暴力,恐怖,反社會性",未上市
變形金剛 3,華星科藝股份有限公司,PS3,輔15,"暴力,恐怖,反社會性",未上市
模擬市民 3 : 主程式,華星科藝股份有限公司,PC單機,輔15,"不當言語,虛擬戀愛或結婚",未上市
模擬市民3: 世界歷險記,華星科藝股份有限公司,PC單機,輔15,"不當言語,虛擬戀愛或結婚",未上市
模擬市民3:夜店人生,華星科藝股份有限公司,PC單機,輔15,"菸酒,不當言語,虛擬戀愛或結婚",未上市
模擬市民3: 花樣年華,華星科藝股份有限公司,PC單機,輔15,"不當言語,虛擬戀愛或結婚",未上市
魔獸世界潘達利亞的謎霧潘達利亞包,智凡迪科技股份有限公司,PC線上,輔15,"暴力,菸酒,不當言語",未上市
亞洲娛樂城,亞娛線上科技股份有限公司,PC線上,輔15,"菸酒,棋牌益智",未上市
蜘蛛人:驚奇再起,華星科藝股份有限公司,PS3,輔15,"暴力,恐怖,反社會性",未上市
蜘蛛人:驚奇再起,華星科藝股份有限公司,Xbox360,輔15,"暴力,恐怖,反社會性",未上市
冰與火之歌:權力遊戲,台灣萬代南夢宮娛樂股份有限公司,PC單機,限,"暴力,恐怖,不當言語",未上市
冰與火之歌:權力遊戲,台灣萬代南夢宮娛樂股份有限公司,Xbox360,限,"暴力,恐怖,不當言語",未上市
冰與火之歌:權力遊戲,台灣萬代南夢宮娛樂股份有限公司,PS3,限,"暴力,恐怖,不當言語",未上市
火線獵殺:未來戰士,華星科藝股份有限公司,PS3,限,"暴力,不當言語,反社會性",未上市
火線獵殺:未來戰士特別版,華星科藝股份有限公司,PS3,限,"暴力,不當言語,反社會性",未上市
火線獵殺:未來戰士特別版,華星科藝股份有限公司,Xbox360,限,"暴力,不當言語,反社會性",未上市
原型兵器2,華星科藝股份有限公司,PS3,限,"暴力,恐怖,反社會性",未上市
原型兵器2,華星科藝股份有限公司,Xbox360,限,"暴力,恐怖,反社會性",未上市
暗黑領域 英文版,華星科藝股份有限公司,PSVITA,限,"暴力,恐怖,不當言語",未上市
決勝時刻7 :暗黑行動,華星科藝股份有限公司,PS3,限,"暴力,恐怖,反社會性",未上市
決勝時刻 7:暗黑行動,華星科藝股份有限公司,Xbox360,限,"暴力,恐怖,反社會性",未上市
決勝時刻 7：暗黑行動特別版,華星科藝股份有限公司,Xbox,限,"暴力,恐怖,反社會性",未上市
決勝時刻 7 : 暗黑行動特別版,華星科藝股份有限公司,PS3,限,"暴力,恐怖,反社會性",未上市
荒野雙蛟龍:卡特爾,華星科藝股份有限公司,Xbox360,限,"暴力,恐怖,反社會性",未上市
荒野雙蛟龍 : 卡特爾,華星科藝股份有限公司,PS3,限,"暴力,恐怖,反社會性",未上市
刺客教條:兄弟會,華星科藝股份有限公司,PS3,限,"暴力,菸酒,不當言語",未上市
愛麗絲驚魂記:瘋狂再臨,華星科藝股份有限公司,Xbox360,限,"暴力,恐怖,反社會性",未上市
愛麗絲驚魂記:瘋狂再臨,華星科藝股份有限公司,PS3,限,"暴力,恐怖,反社會性",未上市
愛麗絲驚魂記:瘋狂再臨,華星科藝股份有限公司,PC單機,限,"暴力,恐怖,反社會性",未上市
末日之戰2,華星科藝股份有限公司,Xbox360,限,"暴力,恐怖,反社會性",未上市
末日之戰 2,華星科藝股份有限公司,PC單機,限,"暴力,恐怖,反社會性",未上市
紅色警戒3,華星科藝股份有限公司,PC單機,限,"暴力,恐怖,反社會性",未上市
MILU,Grateful Days,PC線上,限,虛擬戀愛或結婚,未上市
重力效應,台灣萬代南夢宮娛樂股份有限公司,PS3,限,"暴力,恐怖,不當言語",未上市
重力效應,台灣萬代南夢宮娛樂股份有限公司,Xbox360,限,"暴力,恐怖,不當言語",未上市
生化奇兵,台灣微軟,Xbox360,限,"性,暴力",未上市
極限競速 3,台灣微軟,Xbox360,普,未涉及任何情節,未上市
極限競速 4,台灣微軟,Xbox360,普,未涉及任何情節,未上市
Kinect 逍遙快車,台灣微軟,Xbox360,普,未涉及任何情節,未上市
Kinect大冒險,台灣微軟,Xbox360,普,未涉及任何情節,未上市
Kinect 運動大會2,台灣微軟,Xbox360,普,未涉及任何情節,未上市
Kinect 可愛動物,台灣微軟,Xbox360,普,未涉及任何情節,未上市
Kinect 衝鋒,台灣微軟,Xbox360,普,未涉及任何情節,未上市
A列車8-平裝版299,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
野生動物園大亨 3,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
A 列車9-平裝版,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
超級大城市 2012,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
富甲天下 5-499送台灣麻將王,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
武林立志傳 笑傲江湖版-499,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
冰與火之歌：權力遊戲 創世紀-平裝版,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
富甲天下 5-499,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
藍龍,台灣微軟,Xbox360,護,未涉及任何情節,未上市
Kinect迪士尼大冒險,台灣微軟,Xbox360,護,未涉及任何情節,未上市
Kinect 運動大會,台灣微軟,Xbox360,護,未涉及任何情節,未上市
尼奧麻將王 幸運女孩包,尼奧科技有限公司,PC線上,護,棋牌益智,未上市
勇者傳說-夏日炎炎包,聚樂數位娛樂股份有限公司,PC線上,護,暴力,未上市
理想人生-299,光譜資訊股份有限公司,PC單機,護,虛擬戀愛或結婚,未上市
天下霸圖-平裝版299,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,未上市
大戰略PERFECT3.0-299,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,未上市
大人氣遊戲合輯-399,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,未上市
跳躍的時空12Riven-精裝版299,光譜資訊股份有限公司,PC單機,護,虛擬戀愛或結婚,未上市
救世英豪4：中古傳奇限量典藏版-699,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,未上市
真名法典 2,台灣微軟,Xbox360,輔12,"暴力,不當言語",未上市
夢之歷險Online,天宇科技有限公司,PC線上,輔12,"暴力,虛擬戀愛或結婚",未上市
超時空戰記-夏日消暑包,聚樂數位娛樂股份有限公司,PC線上,輔12,暴力,未上市
心靈殺手,光譜資訊股份有限公司,PC單機,輔12,"暴力,恐怖",未上市
螺旋騎士團,天宇科技有限公司,WEB,輔12,暴力,未上市
明星3缺1-金燕電你包,鈊象電子股份有限公司,WEB,輔12,棋牌益智,未上市
明星3缺1-金燕好康包,鈊象電子股份有限公司,WEB,輔12,棋牌益智,未上市
唯舞獨尊-愛玩包,鈊象電子股份有限公司,PC線上,輔12,虛擬戀愛或結婚,未上市
舞動全身2,台灣微軟,Xbox360,輔15,未涉及任何情節,未上市
舞動全身,台灣微軟,Xbox360,輔15,未涉及任何情節,未上市
最後一戰 星環戰役,台灣微軟,Xbox360,輔15,"暴力,不當言語",未上市
無盡探險,台灣微軟,Xbox360,輔15,"暴力,菸酒,不當言語",未上市
失落的奧德賽,台灣微軟,Xbox360,輔15,"暴力,菸酒,不當言語",未上市
九十九夜,台灣微軟,Xbox360,輔15,暴力,未上市
Kinect 星際大戰,台灣微軟,Xbox360,輔15,暴力,未上市
除暴戰警 2,台灣微軟,Xbox360,限,"暴力,不當言語",未上市
神鬼寓言 2,台灣微軟,Xbox360,限,"性,暴力,菸酒",未上市
神鬼寓言 3,台灣微軟,Xbox360,限,"性,暴力,菸酒",未上市
戰爭機器 3,台灣微軟,Xbox360,限,"暴力,不當言語",未上市
戰爭機器 經典三合一,台灣微軟,Xbox360,限,暴力,未上市
木偶神槍手,台灣微軟,Xbox360,限,"暴力,毒品",未上市
最後一戰 3,台灣微軟,Xbox360,限,"暴力,不當言語",未上市
最後一戰 復刻版,台灣微軟,Xbox360,限,暴力,未上市
最後一戰 3：ODST,台灣微軟,Xbox360,限,"暴力,不當言語",未上市
最後一戰：瑞曲之戰,台灣微軟,Xbox360,限,"暴力,不當言語",未上市
忍者外傳 2,台灣微軟,Xbox360,限,暴力,未上市
異世界,台灣微軟,Xbox360,限,"性,暴力,毒品",未上市
戰地風雲3 豪華版,Electronic Arts Asia Pacific Pte Ltd,PS3,限,"暴力,不當言語",未上市
戰地風雲3 豪華版,Electronic Arts Asia Pacific Pte Ltd,PC單機,限,"暴力,不當言語",未上市
戰地風雲3 豪華版,Electronic Arts Asia Pacific Pte Ltd,Xbox360,限,"暴力,不當言語",未上市
星戰寶石方塊,"Mochi Media, Inc.",WEB,普,未涉及任何情節,未上市
音樂氣球派對,"Mochi Media, Inc.",WEB,普,未涉及任何情節,未上市
愛的機車特技,"Mochi Media, Inc.",WEB,普,未涉及任何情節,未上市
老爹漢堡店,"Mochi Media, Inc.",WEB,普,未涉及任何情節,未上市
摧毀機器人,"Mochi Media, Inc.",WEB,普,未涉及任何情節,未上市
衝鋒粉碎車1,"Mochi Media, Inc.",WEB,普,未涉及任何情節,未上市
廚房保衛戰,"Mochi Media, Inc.",WEB,普,未涉及任何情節,未上市
方塊大作戰,"Mochi Media, Inc.",WEB,普,未涉及任何情節,未上市
秋之回憶 Duet-平裝版299,光譜資訊股份有限公司,PC單機,普,虛擬戀愛或結婚,未上市
秋之回憶 Duet+攻略本合輯399,光譜資訊股份有限公司,PC單機,普,虛擬戀愛或結婚,未上市
冰與火之歌-史塔克限定版-790,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
公主奇緣-平裝版350,光譜資訊股份有限公司,PC單機,普,虛擬戀愛或結婚,未上市
天使協奏曲ENCORE-299,光譜資訊股份有限公司,PC單機,普,虛擬戀愛或結婚,未上市
超級大城市 XL 2011-590,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
A 列車9達人版,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
A 列車9官方攻略本,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
A列車8達人版(贈鐵道王),光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
A 列車8達人版-499,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,未上市
土撥鼠2館大話西遊包,中芯國際資訊有限公司,WEB,護,棋牌益智,未上市
地城轟炸人,"Mochi Media, Inc.",WEB,護,未涉及任何情節,未上市
原始人VS恐龍,"Mochi Media, Inc.",WEB,護,未涉及任何情節,未上市
托比極限逃亡,"Mochi Media, Inc.",WEB,護,未涉及任何情節,未上市
托比垂直極限,"Mochi Media, Inc.",WEB,護,未涉及任何情節,未上市
天生神偷小巴伯,"Mochi Media, Inc.",WEB,護,未涉及任何情節,未上市
復仇之臂,"Mochi Media, Inc.",WEB,護,未涉及任何情節,未上市
救世英豪-經典再起,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,未上市
秋之回憶6+5回憶完整版,光譜資訊股份有限公司,PC單機,護,虛擬戀愛或結婚,未上市
魔法使與主人PLUS攻略加值版-299,光譜資訊股份有限公司,PC單機,護,虛擬戀愛或結婚,未上市
秋之回憶5 encore安可-399,光譜資訊股份有限公司,PC單機,護,虛擬戀愛或結婚,未上市
甜心骰寶,鈊象電子股份有限公司,WEB,護,棋牌益智,未上市
救世英豪2,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,未上市
救世英豪3,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,未上市
救世英豪3：遺棄之神-399,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,未上市
救世英豪2+3合輯-590,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,未上市
救世英豪4：中古傳奇-590,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,未上市
救世英豪傳奇珍藏版,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,未上市
救世英豪4官方攻略本,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,未上市
老子有錢Online,向上國際科技股份有限公司,WEB,輔12,棋牌益智,未上市
尬舞Online BANGO!夏日˙精選輯,遊戲新幹線,PC線上,輔12,虛擬戀愛或結婚,未上市
至尊娛樂城,大天人網路科技股份有限公司,PC線上,輔12,棋牌益智,未上市
愛麗絲奏鳴曲 3：真相終章-390,光譜資訊股份有限公司,PC單機,輔12,未涉及任何情節,未上市
現代大戰略 2008-299,光譜資訊股份有限公司,PC單機,輔12,未涉及任何情節,未上市
Hiyo 衝天跑,和信超媒體(股)戲谷分公司,PC線上,輔12,虛擬戀愛或結婚,未上市
彩金俱樂部全民抗漲包,野果堂數位科技股份有限公司,WEB,輔15,棋牌益智,未上市
YES 人生 Online,大天人網路科技股份有限公司,PC線上,輔15,"棋牌益智,虛擬戀愛或結婚",未上市
EA SPORTS™UFC®,Electronic Arts Asia Pacific Pte Ltd,PS4,輔15,"暴力,不當言語",未上市
EA SPORTS™UFC®,Electronic Arts Asia Pacific Pte Ltd,XboxOne,輔15,"暴力,不當言語",未上市
裂痕 RIFT 魅惑靈魂包,遊戲怪獸股份有限公司,PC線上,輔15,未涉及任何情節,未上市
決勝時刻 :黑色行動 2,華星科藝股份有限公司,PS3,限,"暴力,恐怖,反社會性",未上市
決勝時刻 :黑色行動 2,華星科藝股份有限公司,Xbox360,限,"暴力,恐怖,反社會性",未上市
末世騎士 2,Epicsoft,Xbox360,限,暴力,未上市
末世騎士 2,Epicsoft,PS3,限,暴力,未上市
末世騎士 2,Epicsoft,PC單機,限,暴力,未上市
Borderlands 2 (邊緣禁地 2),Take-Two Asia Pte Ltd,PS3,限,"性,暴力,菸酒",未上市
Borderlands 2 (邊緣禁地 2),Take-Two Asia Pte Ltd,Xbox360,限,"性,暴力,菸酒",未上市
Borderlands 2 (邊緣禁地 2),Take-Two Asia Pte Ltd,PC單機,限,"性,暴力,菸酒",未上市
封神,鈊象電子股份有限公司,PC線上,普,未涉及任何情節,未上市
封神2仙界傳,鈊象電子股份有限公司,PC線上,普,未涉及任何情節,未上市
寶石幻想,鈊象電子股份有限公司,PC線上,普,未涉及任何情節,未上市
冰原歷險記4: 板塊漂移,華星科藝股份有限公司,Xbox360,普,未涉及任何情節,未上市
足球經理人 12,華星科藝股份有限公司,PC單機,普,未涉及任何情節,未上市
Saw blade and Balls,Farhan,手機遊戲,普,未涉及任何情節,未上市
心幻之影II-魔女戰爭,數位蘿蔔科技有限公司,WEB,普,未涉及任何情節,未上市
心幻之影-夢幻占卜師,數位蘿蔔科技有限公司,WEB,普,未涉及任何情節,未上市
甜心小瑪莉,鈊象電子股份有限公司,WEB,護,棋牌益智,未上市
甜心德州撲克,鈊象電子股份有限公司,WEB,護,棋牌益智,未上市
深海大冒險,鈊象電子股份有限公司,WEB,護,棋牌益智,未上市
淘金水果,鈊象電子股份有限公司,WEB,護,棋牌益智,未上市
王牌5PK,鈊象電子股份有限公司,PC線上,護,棋牌益智,未上市
競技德州撲克,鈊象電子股份有限公司,WEB,護,棋牌益智,未上市
競技大老二,鈊象電子股份有限公司,WEB,護,棋牌益智,未上市
競技麻將,鈊象電子股份有限公司,WEB,護,棋牌益智,未上市
舞力全開經典合輯,華星科藝股份有限公司,Xbox360,護,未涉及任何情節,未上市
新數碼寶貝世界,台灣萬代南夢宮娛樂股份有限公司,PSP,護,暴力,未上市
勇者傳說-王者之力包,聚樂數位娛樂股份有限公司,PC線上,護,暴力,未上市
新王牌大老二,鈊象電子股份有限公司,WEB,輔12,棋牌益智,未上市
永恆星語銀月包,金斗雲遊戲股份有限公司,WEB,輔12,未涉及任何情節,未上市
永恆星語蒂芬包,金斗雲遊戲股份有限公司,WEB,輔12,未涉及任何情節,未上市
永恆星語歐娜包,金斗雲遊戲股份有限公司,WEB,輔12,未涉及任何情節,未上市
唯舞獨尊,鈊象電子股份有限公司,PC線上,輔12,虛擬戀愛或結婚,未上市
唯舞獨尊(臉書版),鈊象電子股份有限公司,WEB,輔12,虛擬戀愛或結婚,未上市
老子有錢Online臉書遊戲,向上國際科技股份有限公司,WEB,輔12,棋牌益智,未上市
電影卡拉OK 2,華星科藝股份有限公司,Xbox360,輔12,"性,暴力,不當言語",未上市
電影卡拉OK 2,華星科藝股份有限公司,PS3,輔12,"性,暴力,不當言語",未上市
迪士尼瘋狂世界,華星科藝股份有限公司,Xbox360,輔12,"暴力,恐怖,不當言語",未上市
汽車總動員2,華星科藝股份有限公司,Xbox360,輔12,"暴力,恐怖,不當言語",未上市
吉他英雄:史密斯飛船,華星科藝股份有限公司,Xbox360,輔12,不當言語,未上市
吉他英雄:史密斯飛船,華星科藝股份有限公司,PS3,輔12,不當言語,未上市
萌萌彩虹島,遊戲新幹線,PC線上,輔12,"暴力,虛擬戀愛或結婚",未上市
機動戰士鋼彈 SEED 戰爭宿命,台灣萬代南夢宮娛樂股份有限公司,PSVITA,輔12,暴力,未上市
新絕代雙驕Online-狐光乍現,宇峻奧汀科技股份有限公司,PC線上,輔12,虛擬戀愛或結婚,未上市
戰亂之聲,Valofe Global Limited,PC線上,輔12,暴力,未上市
三國群英傳 2.5 Online  激戰鬼王殿,宇峻奧汀科技股份有限公司,PC線上,輔15,暴力,未上市
搓麻將online,宇峻奧汀科技股份有限公司,PC線上,輔15,棋牌益智,未上市
明星3缺1,鈊象電子股份有限公司,PC線上,輔15,棋牌益智,未上市
英雄聯盟,台灣競舞娛樂有限公司,PC線上,輔15,"暴力,菸酒",未上市
MStar,台灣競舞娛樂有限公司,PC線上,輔15,"性,虛擬戀愛或結婚",未上市
模擬市民3: Diesel 組合,華星科藝股份有限公司,PC單機,輔15,"性,菸酒",未上市
模擬市民3 : 凱蒂佩芮甜心包,華星科藝股份有限公司,PC單機,輔15,"性,菸酒,不當言語",未上市
創光速戰記,華星科藝股份有限公司,Xbox360,輔15,"暴力,恐怖,反社會性",未上市
創:光速戰記,華星科藝股份有限公司,PC單機,輔15,"暴力,恐怖,反社會性",未上市
彩金俱樂部體驗就這包,野果堂數位科技股份有限公司,WEB,輔15,棋牌益智,未上市
魔獸世界浩劫與重生浩劫來襲包,智凡迪科技股份有限公司,PC線上,輔15,"暴力,菸酒",未上市
功夫英雄-虛寶無雙包,茂為歐買尬數位科技股份有限公司,PC線上,輔15,"暴力,虛擬戀愛或結婚",未上市
侍道online,天宇科技有限公司,PC線上,輔15,暴力,未上市
星海爭霸II:自由之翼 星戰超值版,香港商動視暴雪有限公司台灣分公司,PC線上,輔15,"暴力,菸酒",未上市
大地王國:罪與罰,華星科藝股份有限公司,Xbox360,限,"暴力,恐怖,反社會性",未上市
大地王國:罪與罰,華星科藝股份有限公司,PS3,限,"暴力,恐怖,反社會性",未上市
大地王國 : 罪與罰,華星科藝股份有限公司,PC單機,限,"暴力,恐怖,反社會性",未上市
重力效應,台灣萬代南夢宮娛樂股份有限公司,PC單機,限,"暴力,恐怖,不當言語",未上市
暗黑破壞神III標準版,香港商動視暴雪有限公司台灣分公司,PC線上,限,"暴力,恐怖,不當言語",未上市
暗黑破壞神III標準版-虛擬,香港商動視暴雪有限公司台灣分公司,PC線上,限,"暴力,恐怖,不當言語",未上市
暗棋無雙,力可科技,WEB,普,未涉及任何情節,未上市
嘎姆寵物連連看,力可科技,WEB,普,未涉及任何情節,未上市
無差別五子棋,力可科技,WEB,普,未涉及任何情節,未上市
猜數字,力可科技,WEB,普,未涉及任何情節,未上市
蛇來也,力可科技,WEB,普,未涉及任何情節,未上市
找碴物語,力可科技,WEB,普,未涉及任何情節,未上市
pizza世界,力可科技,WEB,普,未涉及任何情節,未上市
水晶挖挖哇,力可科技,WEB,普,未涉及任何情節,未上市
物換星移,力可科技,WEB,普,未涉及任何情節,未上市
海狼 web,因思銳遊戲總局,WEB,普,未涉及任何情節,未上市
憤怒鳥三部曲,華星科藝股份有限公司,Xbox360,普,未涉及任何情節,未上市
憤怒鳥三部曲,華星科藝股份有限公司,PS3,普,未涉及任何情節,未上市
Turn Me Off,Farhan,手機遊戲,普,未涉及任何情節,未上市
坦克戰隊,力可科技,WEB,護,暴力,未上市
麻將小窩,力可科技,WEB,護,棋牌益智,未上市
怪朋友Online,力可科技,WEB,護,暴力,未上市
童話99,力可科技,WEB,護,棋牌益智,未上市
海賊大老二,力可科技,WEB,護,棋牌益智,未上市
坦克大決戰Online,力可科技,WEB,護,暴力,未上市
衝出大氣層,力可科技,WEB,護,暴力,未上市
黑森林傑克,力可科技,WEB,護,棋牌益智,未上市
吞食天地3 Online 夥伴集結包,中華網龍股份有限公司,PC線上,護,暴力,未上市
吞食天地3 Online 駕駕來福包,中華網龍股份有限公司,PC線上,護,暴力,未上市
AE 老虎机,AE Mobile,手機遊戲,護,未涉及任何情節,未上市
吞食天地3 Online 攻城掠地包,中華網龍股份有限公司,PC線上,護,暴力,未上市
藍星戰記,鈊象電子股份有限公司,PC線上,護,未涉及任何情節,未上市
藍星戰記-無限連擊包,鈊象電子股份有限公司,PC線上,護,未涉及任何情節,未上市
旺來麻將 愛碰虛擬包,億泰利多媒體股份有限公司,PC線上,輔12,"性,棋牌益智",未上市
旺來麻將 即時虛擬包,億泰利多媒體股份有限公司,PC線上,輔12,"性,棋牌益智",未上市
旺來麻將 來富虛擬包,億泰利多媒體股份有限公司,PC線上,輔12,"性,棋牌益智",未上市
旺來麻將 OK虛擬包,億泰利多媒體股份有限公司,PC線上,輔12,"性,棋牌益智",未上市
旺來麻將 網咖虛擬包,億泰利多媒體股份有限公司,PC線上,輔12,"性,棋牌益智",未上市
旺來麻將 網咖福利包,億泰利多媒體股份有限公司,PC線上,輔12,"性,棋牌益智",未上市
光暈戰記,力可科技,WEB,輔12,"暴力,虛擬戀愛或結婚",未上市
光之繼承,力可科技,WEB,輔12,"性,暴力",未上市
勁舞團,因思銳遊戲總局,PC線上,輔12,虛擬戀愛或結婚,未上市
變形金剛:賽博坦殞落,華星科藝股份有限公司,PS3,輔12,"暴力,恐怖,不當言語",未上市
戲谷麻將,和信超媒體(股)戲谷分公司,PC線上,輔12,棋牌益智,未上市
新洛汗,普雷威股份有限公司,PC線上,輔12,暴力,未上市
星海爭霸II:自由之翼 星戰超值版-虛擬,香港商動視暴雪有限公司台灣分公司,PC線上,輔15,"暴力,菸酒",未上市
星海爭霸II:自由之翼  新手入門版,香港商動視暴雪有限公司台灣分公司,PC線上,輔15,"暴力,菸酒",未上市
星海爭霸II:自由之翼 聖戰紀念版,香港商動視暴雪有限公司台灣分公司,PC線上,輔15,"暴力,菸酒",未上市
星海爭霸II:自由之翼 聖戰紀念版 - 虛擬,香港商動視暴雪有限公司台灣分公司,PC線上,輔15,"暴力,菸酒",未上市
鑽石俱樂部Online 幸福報到包,中華網龍股份有限公司,PC線上,輔15,棋牌益智,未上市
鑽石俱樂部Online 皇家時尚包,中華網龍股份有限公司,PC線上,輔15,棋牌益智,未上市
黃易群俠傳2 Online 闇影伏擊包,中華網龍股份有限公司,PC線上,輔15,"性,暴力",未上市
鑽石俱樂部Online 名媛紳士包,中華網龍股份有限公司,PC線上,輔15,棋牌益智,未上市
模擬市民3：異能新世紀,Electronic Arts Asia Pacific Pte Ltd,PC單機,輔15,"暴力,恐怖,虛擬戀愛或結婚",未上市
古龍爭霸,遊戲新幹線,PC線上,輔15,"暴力,菸酒,虛擬戀愛或結婚",未上市
機動戰士鋼彈 特洛伊行動,台灣微軟,Xbox360,輔15,暴力,未上市
吞食外傳web  龍戰天下包,中華網龍股份有限公司,WEB,限,暴力,未上市
DARKSIDER 2 末世騎士 2,金飛象有限公司,PC單機,限,暴力,未上市
DARKSIDER 2 末世騎士 2,金飛象有限公司,PS3,限,暴力,未上市
DARKSIDER 2 末世騎士 2,金飛象有限公司,Xbox360,限,暴力,未上市
詹姆士龐德：007傳奇,華星科藝股份有限公司,Xbox360,限,"暴力,恐怖,不當言語",未上市
詹姆士龐德：007傳奇,華星科藝股份有限公司,PS3,限,"暴力,恐怖,不當言語",未上市
快打魔法陣,Starwish Little Prince Studio Limited,PC線上,普,未涉及任何情節,未上市
Animal Hide and Seek,Absolutist Ltd,PC單機,普,未涉及任何情節,未上市
賦法戰爭,台灣微軟,Xbox360,普,未涉及任何情節,未上市
全民派對,台灣微軟,Xbox360,普,未涉及任何情節,未上市
NBA 2K13,Take-Two Asia Pte Ltd,PC單機,護,未涉及任何情節,未上市
NBA 2K13,Take-Two Asia Pte Ltd,PSP,護,未涉及任何情節,未上市
NBA 2K13,Take-Two Asia Pte Ltd,PS3,護,未涉及任何情節,未上市
NBA 2K13,Take-Two Asia Pte Ltd,Xbox360,護,未涉及任何情節,未上市
瑪利歐賽車7,NINTENDO (HONG KONG) LIMITED,N3DS,護,暴力,未上市
薩爾達傳說 時之笛 3D,NINTENDO (HONG KONG) LIMITED,N3DS,護,暴力,未上市
开心百家乐,AE Mobile,手機遊戲,護,棋牌益智,未上市
洛克人 9,"Capcom Asia Co., Ltd.",其他,護,暴力,未上市
時間上的差距：隱藏對象謎,Absolutist Ltd,PC單機,護,未涉及任何情節,未上市
NBA2K ONLINE,遊戲新幹線,PC線上,護,未涉及任何情節,未上市
地城守護者,遊戲新幹線,手機遊戲,護,暴力,未上市
星城Online,宏鑫多媒體股份有限公司,PC線上,輔12,棋牌益智,未上市
星城Online,宏鑫多媒體股份有限公司,WEB,輔12,棋牌益智,未上市
星城Online,宏鑫多媒體股份有限公司,手機遊戲,輔12,棋牌益智,未上市
軒轅神魔傳,大宇資訊股份有限公司,手機遊戲,輔12,"暴力,棋牌益智",未上市
西遊釋厄傳,鈊象電子股份有限公司,PC線上,輔12,虛擬戀愛或結婚,未上市
希望戀曲,普雷威股份有限公司,PC線上,輔12,"暴力,虛擬戀愛或結婚",未上市
新希望,普雷威股份有限公司,PC線上,輔12,"暴力,虛擬戀愛或結婚",未上市
樓蘭2,英特衛多媒體(股)公司,PC單機,輔12,虛擬戀愛或結婚,未上市
伊蘇七,英特衛多媒體(股)公司,PC單機,輔12,未涉及任何情節,未上市
