SiteName,MonitorDate,Concentration,ItemUnit
馬公,2019-04-03,12,μg/m3
金門,2019-04-03,16,μg/m3
馬祖,2019-04-03,7,μg/m3
宜蘭,2019-04-03,9,μg/m3
陽明,2019-04-03,3,μg/m3
花蓮,2019-04-03,8,μg/m3
臺東,2019-04-03,6,μg/m3
恆春,2019-04-03,15,μg/m3
屏東,2019-04-03,25,μg/m3
前金,2019-04-03,41,μg/m3
美濃,2019-04-03,22,μg/m3
臺南,2019-04-03,36,μg/m3
新營,2019-04-03,32,μg/m3
嘉義,2019-04-03,33,μg/m3
朴子,2019-04-03,28,μg/m3
斗六,2019-04-03,30,μg/m3
南投,2019-04-03,25,μg/m3
彰化,2019-04-03,20,μg/m3
忠明,2019-04-03,19,μg/m3
豐原,2019-04-03,18,μg/m3
三義,2019-04-03,13,μg/m3
苗栗,2019-04-03,19,μg/m3
新竹,2019-04-03,16,μg/m3
竹東,2019-04-03,15,μg/m3
平鎮,2019-04-03,18,μg/m3
桃園,2019-04-03,18,μg/m3
萬華,2019-04-03,23,μg/m3
士林,2019-04-03,17,μg/m3
板橋,2019-04-03,21,μg/m3
汐止,2019-04-03,21,μg/m3
基隆,2019-04-03,18,μg/m3
馬公,2019-03-28,16,μg/m3
金門,2019-03-28,30,μg/m3
馬祖,2019-03-28,34,μg/m3
宜蘭,2019-03-28,16,μg/m3
陽明,2019-03-28,18,μg/m3
花蓮,2019-03-28,14,μg/m3
臺東,2019-03-28,14,μg/m3
恆春,2019-03-28,7,μg/m3
屏東,2019-03-28,17,μg/m3
前金,2019-03-28,15,μg/m3
橋頭,2019-03-28,,μg/m3
美濃,2019-03-28,17,μg/m3
臺南,2019-03-28,19,μg/m3
新營,2019-03-28,19,μg/m3
嘉義,2019-03-28,18,μg/m3
朴子,2019-03-28,20,μg/m3
崙背,2019-03-28,23,μg/m3
斗六,2019-03-28,21,μg/m3
南投,2019-03-28,22,μg/m3
彰化,2019-03-28,21,μg/m3
忠明,2019-03-28,21,μg/m3
豐原,2019-03-28,20,μg/m3
三義,2019-03-28,22,μg/m3
苗栗,2019-03-28,17,μg/m3
新竹,2019-03-28,20,μg/m3
竹東,2019-03-28,22,μg/m3
平鎮,2019-03-28,20,μg/m3
觀音,2019-03-28,16,μg/m3
桃園,2019-03-28,23,μg/m3
萬華,2019-03-28,19,μg/m3
士林,2019-03-28,20,μg/m3
板橋,2019-03-28,23,μg/m3
汐止,2019-03-28,21,μg/m3
基隆,2019-03-28,21,μg/m3
馬公,2019-03-25,19,μg/m3
金門,2019-03-25,36,μg/m3
馬祖,2019-03-25,28,μg/m3
宜蘭,2019-03-25,12,μg/m3
陽明,2019-03-25,4,μg/m3
花蓮,2019-03-25,9,μg/m3
臺東,2019-03-25,7,μg/m3
恆春,2019-03-25,10,μg/m3
屏東,2019-03-25,18,μg/m3
前金,2019-03-25,28,μg/m3
橋頭,2019-03-25,,μg/m3
美濃,2019-03-25,12,μg/m3
臺南,2019-03-25,32,μg/m3
新營,2019-03-25,33,μg/m3
嘉義,2019-03-25,32,μg/m3
朴子,2019-03-25,33,μg/m3
崙背,2019-03-25,,μg/m3
斗六,2019-03-25,34,μg/m3
南投,2019-03-25,30,μg/m3
彰化,2019-03-25,29,μg/m3
忠明,2019-03-25,27,μg/m3
豐原,2019-03-25,23,μg/m3
三義,2019-03-25,17,μg/m3
苗栗,2019-03-25,25,μg/m3
新竹,2019-03-25,22,μg/m3
竹東,2019-03-25,18,μg/m3
平鎮,2019-03-25,23,μg/m3
觀音,2019-03-25,21,μg/m3
桃園,2019-03-25,21,μg/m3
萬華,2019-03-25,,μg/m3
士林,2019-03-25,14,μg/m3
板橋,2019-03-25,20,μg/m3
汐止,2019-03-25,16,μg/m3
基隆,2019-03-25,11,μg/m3
馬公,2019-03-22,14,μg/m3
金門,2019-03-22,17,μg/m3
馬祖,2019-03-22,16,μg/m3
宜蘭,2019-03-22,15,μg/m3
陽明,2019-03-22,5,μg/m3
花蓮,2019-03-22,14,μg/m3
臺東,2019-03-22,14,μg/m3
恆春,2019-03-22,14,μg/m3
屏東,2019-03-22,16,μg/m3
前金,2019-03-22,20,μg/m3
橋頭,2019-03-22,21,μg/m3
美濃,2019-03-22,17,μg/m3
臺南,2019-03-22,20,μg/m3
新營,2019-03-22,23,μg/m3
嘉義,2019-03-22,24,μg/m3
朴子,2019-03-22,25,μg/m3
崙背,2019-03-22,,μg/m3
斗六,2019-03-22,30,μg/m3
南投,2019-03-22,28,μg/m3
彰化,2019-03-22,27,μg/m3
忠明,2019-03-22,27,μg/m3
豐原,2019-03-22,28,μg/m3
三義,2019-03-22,25,μg/m3
苗栗,2019-03-22,26,μg/m3
新竹,2019-03-22,23,μg/m3
竹東,2019-03-22,20,μg/m3
平鎮,2019-03-22,22,μg/m3
觀音,2019-03-22,20,μg/m3
桃園,2019-03-22,18,μg/m3
古亭,2019-03-22,15,μg/m3
萬華,2019-03-22,14,μg/m3
士林,2019-03-22,11,μg/m3
板橋,2019-03-22,15,μg/m3
汐止,2019-03-22,16,μg/m3
基隆,2019-03-22,18,μg/m3
馬公,2019-03-19,18,μg/m3
金門,2019-03-19,31,μg/m3
馬祖,2019-03-19,23,μg/m3
宜蘭,2019-03-19,20,μg/m3
陽明,2019-03-19,10,μg/m3
花蓮,2019-03-19,22,μg/m3
臺東,2019-03-19,13,μg/m3
恆春,2019-03-19,17,μg/m3
屏東,2019-03-19,37,μg/m3
前金,2019-03-19,43,μg/m3
橋頭,2019-03-19,54,μg/m3
美濃,2019-03-19,30,μg/m3
臺南,2019-03-19,52,μg/m3
新營,2019-03-19,50,μg/m3
嘉義,2019-03-19,52,μg/m3
朴子,2019-03-19,49,μg/m3
斗六,2019-03-19,57,μg/m3
南投,2019-03-19,38,μg/m3
彰化,2019-03-19,44,μg/m3
忠明,2019-03-19,39,μg/m3
豐原,2019-03-19,30,μg/m3
三義,2019-03-19,31,μg/m3
苗栗,2019-03-19,35,μg/m3
新竹,2019-03-19,33,μg/m3
竹東,2019-03-19,25,μg/m3
平鎮,2019-03-19,27,μg/m3
桃園,2019-03-19,24,μg/m3
古亭,2019-03-19,17,μg/m3
萬華,2019-03-19,17,μg/m3
士林,2019-03-19,16,μg/m3
板橋,2019-03-19,19,μg/m3
汐止,2019-03-19,15,μg/m3
基隆,2019-03-19,14,μg/m3
馬公,2019-03-16,15,μg/m3
金門,2019-03-16,28,μg/m3
馬祖,2019-03-16,27,μg/m3
宜蘭,2019-03-16,14,μg/m3
陽明,2019-03-16,13,μg/m3
花蓮,2019-03-16,12,μg/m3
臺東,2019-03-16,11,μg/m3
恆春,2019-03-16,12,μg/m3
屏東,2019-03-16,28,μg/m3
前金,2019-03-16,18,μg/m3
橋頭,2019-03-16,22,μg/m3
美濃,2019-03-16,27,μg/m3
臺南,2019-03-16,22,μg/m3
新營,2019-03-16,26,μg/m3
嘉義,2019-03-16,28,μg/m3
朴子,2019-03-16,30,μg/m3
斗六,2019-03-16,37,μg/m3
南投,2019-03-16,31,μg/m3
彰化,2019-03-16,37,μg/m3
忠明,2019-03-16,38,μg/m3
豐原,2019-03-16,44,μg/m3
三義,2019-03-16,37,μg/m3
苗栗,2019-03-16,18,μg/m3
新竹,2019-03-16,16,μg/m3
竹東,2019-03-16,16,μg/m3
平鎮,2019-03-16,15,μg/m3
桃園,2019-03-16,14,μg/m3
古亭,2019-03-16,14,μg/m3
萬華,2019-03-16,14,μg/m3
士林,2019-03-16,13,μg/m3
板橋,2019-03-16,14,μg/m3
汐止,2019-03-16,16,μg/m3
基隆,2019-03-16,16,μg/m3
馬公,2019-03-13,30,μg/m3
金門,2019-03-13,48,μg/m3
馬祖,2019-03-13,42,μg/m3
宜蘭,2019-03-13,24,μg/m3
陽明,2019-03-13,19,μg/m3
花蓮,2019-03-13,20,μg/m3
臺東,2019-03-13,17,μg/m3
恆春,2019-03-13,18,μg/m3
屏東,2019-03-13,33,μg/m3
前金,2019-03-13,34,μg/m3
林園,2019-03-13,,μg/m3
橋頭,2019-03-13,37,μg/m3
美濃,2019-03-13,27,μg/m3
臺南,2019-03-13,39,μg/m3
新營,2019-03-13,42,μg/m3
嘉義,2019-03-13,40,μg/m3
朴子,2019-03-13,51,μg/m3
斗六,2019-03-13,46,μg/m3
南投,2019-03-13,41,μg/m3
彰化,2019-03-13,42,μg/m3
忠明,2019-03-13,40,μg/m3
豐原,2019-03-13,29,μg/m3
三義,2019-03-13,28,μg/m3
苗栗,2019-03-13,27,μg/m3
新竹,2019-03-13,24,μg/m3
竹東,2019-03-13,21,μg/m3
平鎮,2019-03-13,22,μg/m3
桃園,2019-03-13,23,μg/m3
萬華,2019-03-13,23,μg/m3
士林,2019-03-13,21,μg/m3
板橋,2019-03-13,22,μg/m3
汐止,2019-03-13,23,μg/m3
基隆,2019-03-13,23,μg/m3
馬公,2019-03-10,7,μg/m3
金門,2019-03-10,27,μg/m3
馬祖,2019-03-10,15,μg/m3
宜蘭,2019-03-10,8,μg/m3
陽明,2019-03-10,5,μg/m3
花蓮,2019-03-10,9,μg/m3
臺東,2019-03-10,6,μg/m3
恆春,2019-03-10,8,μg/m3
屏東,2019-03-10,11,μg/m3
前金,2019-03-10,12,μg/m3
橋頭,2019-03-10,13,μg/m3
美濃,2019-03-10,12,μg/m3
臺南,2019-03-10,16,μg/m3
新營,2019-03-10,15,μg/m3
嘉義,2019-03-10,19,μg/m3
朴子,2019-03-10,14,μg/m3
斗六,2019-03-10,16,μg/m3
南投,2019-03-10,14,μg/m3
彰化,2019-03-10,11,μg/m3
忠明,2019-03-10,12,μg/m3
豐原,2019-03-10,12,μg/m3
三義,2019-03-10,10,μg/m3
苗栗,2019-03-10,11,μg/m3
新竹,2019-03-10,10,μg/m3
竹東,2019-03-10,9,μg/m3
平鎮,2019-03-10,12,μg/m3
桃園,2019-03-10,12,μg/m3
萬華,2019-03-10,12,μg/m3
士林,2019-03-10,10,μg/m3
板橋,2019-03-10,11,μg/m3
汐止,2019-03-10,12,μg/m3
基隆,2019-03-10,12,μg/m3
馬公,2019-03-07,17,μg/m3
金門,2019-03-07,54,μg/m3
馬祖,2019-03-07,59,μg/m3
宜蘭,2019-03-07,26,μg/m3
陽明,2019-03-07,12,μg/m3
花蓮,2019-03-07,10,μg/m3
臺東,2019-03-07,6,μg/m3
恆春,2019-03-07,3,μg/m3
屏東,2019-03-07,24,μg/m3
前金,2019-03-07,29,μg/m3
橋頭,2019-03-07,28,μg/m3
美濃,2019-03-07,19,μg/m3
臺南,2019-03-07,23,μg/m3
新營,2019-03-07,23,μg/m3
嘉義,2019-03-07,24,μg/m3
朴子,2019-03-07,27,μg/m3
斗六,2019-03-07,23,μg/m3
南投,2019-03-07,21,μg/m3
彰化,2019-03-07,22,μg/m3
忠明,2019-03-07,16,μg/m3
大里,2019-03-07,14,μg/m3
豐原,2019-03-07,5,μg/m3
三義,2019-03-07,12,μg/m3
苗栗,2019-03-07,28,μg/m3
新竹,2019-03-07,33,μg/m3
竹東,2019-03-07,20,μg/m3
平鎮,2019-03-07,35,μg/m3
桃園,2019-03-07,36,μg/m3
萬華,2019-03-07,36,μg/m3
士林,2019-03-07,29,μg/m3
板橋,2019-03-07,37,μg/m3
汐止,2019-03-07,38,μg/m3
基隆,2019-03-07,38,μg/m3
馬公,2019-03-04,12,μg/m3
