SiteName,MonitorDate,Concentration,ItemUnit
馬公,2019-09-30,12,μg/m3
金門,2019-09-30,9,μg/m3
馬祖,2019-09-30,19,μg/m3
宜蘭,2019-09-30,5,μg/m3
陽明,2019-09-30,,μg/m3
花蓮,2019-09-30,4,μg/m3
臺東,2019-09-30,5,μg/m3
恆春,2019-09-30,12,μg/m3
屏東,2019-09-30,31,μg/m3
前金,2019-09-30,23,μg/m3
美濃,2019-09-30,23,μg/m3
臺南,2019-09-30,24,μg/m3
新營,2019-09-30,27,μg/m3
嘉義,2019-09-30,26,μg/m3
朴子,2019-09-30,15,μg/m3
斗六,2019-09-30,24,μg/m3
南投,2019-09-30,13,μg/m3
彰化,2019-09-30,8,μg/m3
忠明,2019-09-30,7,μg/m3
豐原,2019-09-30,6,μg/m3
三義,2019-09-30,3,μg/m3
苗栗,2019-09-30,,μg/m3
新竹,2019-09-30,5,μg/m3
竹東,2019-09-30,3,μg/m3
平鎮,2019-09-30,5,μg/m3
桃園,2019-09-30,4,μg/m3
萬華,2019-09-30,4,μg/m3
士林,2019-09-30,3,μg/m3
板橋,2019-09-30,4,μg/m3
汐止,2019-09-30,4,μg/m3
基隆,2019-09-30,6,μg/m3
馬公,2019-09-27,13,μg/m3
金門,2019-09-27,22,μg/m3
馬祖,2019-09-27,16,μg/m3
宜蘭,2019-09-27,3,μg/m3
陽明,2019-09-27,,μg/m3
花蓮,2019-09-27,5,μg/m3
臺東,2019-09-27,6,μg/m3
恆春,2019-09-27,4,μg/m3
屏東,2019-09-27,40,μg/m3
前金,2019-09-27,24,μg/m3
美濃,2019-09-27,38,μg/m3
臺南,2019-09-27,20,μg/m3
新營,2019-09-27,21,μg/m3
嘉義,2019-09-27,27,μg/m3
朴子,2019-09-27,18,μg/m3
斗六,2019-09-27,29,μg/m3
南投,2019-09-27,25,μg/m3
彰化,2019-09-27,16,μg/m3
忠明,2019-09-27,15,μg/m3
豐原,2019-09-27,16,μg/m3
三義,2019-09-27,13,μg/m3
苗栗,2019-09-27,10,μg/m3
新竹,2019-09-27,9,μg/m3
竹東,2019-09-27,6,μg/m3
平鎮,2019-09-27,7,μg/m3
桃園,2019-09-27,7,μg/m3
萬華,2019-09-27,6,μg/m3
士林,2019-09-27,4,μg/m3
板橋,2019-09-27,7,μg/m3
汐止,2019-09-27,6,μg/m3
基隆,2019-09-27,6,μg/m3
馬公,2019-09-24,12,μg/m3
金門,2019-09-24,22,μg/m3
馬祖,2019-09-24,18,μg/m3
宜蘭,2019-09-24,10,μg/m3
陽明,2019-09-24,8,μg/m3
花蓮,2019-09-24,9,μg/m3
臺東,2019-09-24,9,μg/m3
恆春,2019-09-24,9,μg/m3
屏東,2019-09-24,30,μg/m3
前金,2019-09-24,29,μg/m3
美濃,2019-09-24,23,μg/m3
臺南,2019-09-24,25,μg/m3
新營,2019-09-24,24,μg/m3
嘉義,2019-09-24,28,μg/m3
朴子,2019-09-24,20,μg/m3
斗六,2019-09-24,27,μg/m3
南投,2019-09-24,22,μg/m3
彰化,2019-09-24,15,μg/m3
忠明,2019-09-24,14,μg/m3
豐原,2019-09-24,14,μg/m3
三義,2019-09-24,11,μg/m3
