SiteName,MonitorDate,Concentration,ItemUnit
馬公,2019-06-11,,μg/m3
金門,2019-06-11,11,μg/m3
馬祖,2019-06-11,13,μg/m3
埔里,2019-06-11,6,μg/m3
宜蘭,2019-06-11,6,μg/m3
陽明,2019-06-11,,μg/m3
花蓮,2019-06-11,6,μg/m3
臺東,2019-06-11,7,μg/m3
恆春,2019-06-11,4,μg/m3
屏東,2019-06-11,,μg/m3
前金,2019-06-11,,μg/m3
美濃,2019-06-11,3,μg/m3
臺南,2019-06-11,,μg/m3
新營,2019-06-11,4,μg/m3
嘉義,2019-06-11,,μg/m3
朴子,2019-06-11,5,μg/m3
斗六,2019-06-11,4,μg/m3
南投,2019-06-11,,μg/m3
二林,2019-06-11,7,μg/m3
彰化,2019-06-11,6,μg/m3
西屯,2019-06-11,7,μg/m3
忠明,2019-06-11,6,μg/m3
沙鹿,2019-06-11,7,μg/m3
豐原,2019-06-11,6,μg/m3
三義,2019-06-11,4,μg/m3
苗栗,2019-06-11,5,μg/m3
新竹,2019-06-11,6,μg/m3
竹東,2019-06-11,4,μg/m3
平鎮,2019-06-11,7,μg/m3
桃園,2019-06-11,7,μg/m3
萬華,2019-06-11,,μg/m3
士林,2019-06-11,4,μg/m3
板橋,2019-06-11,6,μg/m3
汐止,2019-06-11,6,μg/m3
基隆,2019-06-11,5,μg/m3
馬公,2019-06-08,8,μg/m3
金門,2019-06-08,12,μg/m3
馬祖,2019-06-08,,μg/m3
宜蘭,2019-06-08,12,μg/m3
陽明,2019-06-08,8,μg/m3
花蓮,2019-06-08,9,μg/m3
臺東,2019-06-08,9,μg/m3
恆春,2019-06-08,,μg/m3
屏東,2019-06-08,9,μg/m3
前金,2019-06-08,7,μg/m3
美濃,2019-06-08,8,μg/m3
臺南,2019-06-08,7,μg/m3
新營,2019-06-08,9,μg/m3
嘉義,2019-06-08,9,μg/m3
朴子,2019-06-08,9,μg/m3
斗六,2019-06-08,9,μg/m3
南投,2019-06-08,,μg/m3
彰化,2019-06-08,11,μg/m3
忠明,2019-06-08,9,μg/m3
豐原,2019-06-08,9,μg/m3
三義,2019-06-08,9,μg/m3
苗栗,2019-06-08,9,μg/m3
新竹,2019-06-08,10,μg/m3
竹東,2019-06-08,11,μg/m3
平鎮,2019-06-08,11,μg/m3
桃園,2019-06-08,12,μg/m3
萬華,2019-06-08,12,μg/m3
士林,2019-06-08,12,μg/m3
板橋,2019-06-08,12,μg/m3
汐止,2019-06-08,13,μg/m3
基隆,2019-06-08,12,μg/m3
馬公,2019-06-05,8,μg/m3
金門,2019-06-05,14,μg/m3
馬祖,2019-06-05,22,μg/m3
宜蘭,2019-06-05,9,μg/m3
陽明,2019-06-05,8,μg/m3
花蓮,2019-06-05,8,μg/m3
臺東,2019-06-05,6,μg/m3
恆春,2019-06-05,5,μg/m3
屏東,2019-06-05,12,μg/m3
前金,2019-06-05,9,μg/m3
美濃,2019-06-05,11,μg/m3
臺南,2019-06-05,10,μg/m3
新營,2019-06-05,9,μg/m3
嘉義,2019-06-05,8,μg/m3
朴子,2019-06-05,12,μg/m3
斗六,2019-06-05,8,μg/m3
南投,2019-06-05,7,μg/m3
彰化,2019-06-05,9,μg/m3
忠明,2019-06-05,9,μg/m3
豐原,2019-06-05,11,μg/m3
三義,2019-06-05,11,μg/m3
苗栗,2019-06-05,10,μg/m3
新竹,2019-06-05,10,μg/m3
竹東,2019-06-05,,μg/m3
平鎮,2019-06-05,12,μg/m3
桃園,2019-06-05,16,μg/m3
萬華,2019-06-05,13,μg/m3
士林,2019-06-05,12,μg/m3
板橋,2019-06-05,14,μg/m3
汐止,2019-06-05,13,μg/m3
基隆,2019-06-05,12,μg/m3
馬公,2019-06-02,5,μg/m3
金門,2019-06-02,8,μg/m3
馬祖,2019-06-02,6,μg/m3
宜蘭,2019-06-02,,μg/m3
陽明,2019-06-02,5,μg/m3
花蓮,2019-06-02,8,μg/m3
臺東,2019-06-02,9,μg/m3
恆春,2019-06-02,,μg/m3
屏東,2019-06-02,6,μg/m3
前金,2019-06-02,5,μg/m3
美濃,2019-06-02,6,μg/m3
臺南,2019-06-02,,μg/m3
新營,2019-06-02,5,μg/m3
嘉義,2019-06-02,5,μg/m3
朴子,2019-06-02,5,μg/m3
崙背,2019-06-02,5,μg/m3
斗六,2019-06-02,5,μg/m3
南投,2019-06-02,5,μg/m3
彰化,2019-06-02,5,μg/m3
忠明,2019-06-02,5,μg/m3
豐原,2019-06-02,5,μg/m3
三義,2019-06-02,4,μg/m3
苗栗,2019-06-02,5,μg/m3
新竹,2019-06-02,6,μg/m3
竹東,2019-06-02,6,μg/m3
平鎮,2019-06-02,7,μg/m3
觀音,2019-06-02,6,μg/m3
桃園,2019-06-02,8,μg/m3
萬華,2019-06-02,8,μg/m3
士林,2019-06-02,10,μg/m3
板橋,2019-06-02,7,μg/m3
汐止,2019-06-02,12,μg/m3
基隆,2019-06-02,10,μg/m3
馬公,2019-05-30,11,μg/m3
金門,2019-05-30,17,μg/m3
馬祖,2019-05-30,13,μg/m3
宜蘭,2019-05-30,8,μg/m3
陽明,2019-05-30,10,μg/m3
花蓮,2019-05-30,8,μg/m3
臺東,2019-05-30,6,μg/m3
恆春,2019-05-30,5,μg/m3
屏東,2019-05-30,15,μg/m3
前金,2019-05-30,15,μg/m3
美濃,2019-05-30,15,μg/m3
臺南,2019-05-30,17,μg/m3
新營,2019-05-30,15,μg/m3
嘉義,2019-05-30,17,μg/m3
朴子,2019-05-30,15,μg/m3
崙背,2019-05-30,17,μg/m3
斗六,2019-05-30,21,μg/m3
南投,2019-05-30,18,μg/m3
彰化,2019-05-30,16,μg/m3
忠明,2019-05-30,14,μg/m3
豐原,2019-05-30,15,μg/m3
三義,2019-05-30,13,μg/m3
苗栗,2019-05-30,10,μg/m3
新竹,2019-05-30,12,μg/m3
竹東,2019-05-30,14,μg/m3
平鎮,2019-05-30,14,μg/m3
觀音,2019-05-30,11,μg/m3
桃園,2019-05-30,13,μg/m3
古亭,2019-05-30,9,μg/m3
萬華,2019-05-30,10,μg/m3
士林,2019-05-30,11,μg/m3
板橋,2019-05-30,13,μg/m3
汐止,2019-05-30,12,μg/m3
基隆,2019-05-30,8,μg/m3
馬公,2019-05-27,6,μg/m3
金門,2019-05-27,7,μg/m3
馬祖,2019-05-27,14,μg/m3
宜蘭,2019-05-27,16,μg/m3
陽明,2019-05-27,12,μg/m3
花蓮,2019-05-27,9,μg/m3
臺東,2019-05-27,7,μg/m3
恆春,2019-05-27,3,μg/m3
屏東,2019-05-27,10,μg/m3
前金,2019-05-27,7,μg/m3
美濃,2019-05-27,11,μg/m3
臺南,2019-05-27,10,μg/m3
新營,2019-05-27,17,μg/m3
嘉義,2019-05-27,13,μg/m3
朴子,2019-05-27,22,μg/m3
崙背,2019-05-27,,μg/m3
斗六,2019-05-27,,μg/m3
南投,2019-05-27,19,μg/m3
彰化,2019-05-27,24,μg/m3
忠明,2019-05-27,19,μg/m3
豐原,2019-05-27,17,μg/m3
三義,2019-05-27,15,μg/m3
苗栗,2019-05-27,15,μg/m3
新竹,2019-05-27,15,μg/m3
竹東,2019-05-27,13,μg/m3
平鎮,2019-05-27,15,μg/m3
觀音,2019-05-27,15,μg/m3
桃園,2019-05-27,16,μg/m3
古亭,2019-05-27,14,μg/m3
萬華,2019-05-27,15,μg/m3
