"lineid","car","time","location","longitude","latitude","cityid","cityname"
"222007","289-BY","2019/12/14 09:13:38","新北市深坑區王軍寮7-3號","121.615936666667","24.986665","6501800","深坑區"
"231007","189-VK","2019/12/14 09:13:24","新北市新店區新潭路三段215巷25號","121.508136666667","24.9041083333333","6500600","新店區"
"231008","192-VK","2019/12/14 09:12:00","新北市新店區平廣路一段125-1號","121.52693","24.8940266666667","6500600","新店區"
"223003","205-TH","2019/12/14 09:13:38","新北市石碇區北宜路五段66號","121.63836","24.9536833333333","6501900","石碇區"
"223008","406-TH","2019/12/14 09:03:58","","121.679968333333","25.0336166666667","6501900","石碇區"
"223001","592-UM","2019/12/14 09:13:43","新北市石碇區北宜路五段74號","121.644115","24.953405","6501900","石碇區"
"223004","660-BX","2019/12/14 09:13:29","新北市石碇區磨石坑24-1號","121.68987","24.9722783333333","6501900","石碇區"
"223007","661-BX","2019/12/14 09:13:28","新北市石碇區光明路10號","121.680911666667","25.0283583333333","6501900","石碇區"
"223005","677-TV","2019/12/14 09:13:26","新北市石碇區磨石坑33號","121.692621666667","24.96821","6501900","石碇區"
"227004","030-BX","2019/12/14 09:13:39","新北市雙溪區上林里內平林125號","121.823763333333","25.02771","6502500","雙溪區"
"252004","249-BX","2019/12/14 09:13:32","新北市三芝區興華里田心子21號","121.494358333333","25.19958","6502100","三芝區"
"252007","AAC-283","2019/12/14 09:13:26","新北市三芝區古庄里山豬堀13-3號","121.49255","25.2589083333333","6502100","三芝區"
"233003","KEA-2870","2019/12/14 09:13:38","新北市烏來區卡拉模基26號","121.502996666667","24.7802383333333","6502900","烏來區"
