"lineid","car","time","location","longitude","latitude","cityid","cityname"
"244023","483-VK","2019/08/22 11:59:25","新北市林口區粉寮69號","121.40512","25.0907916666667","6501700","林口區"
"228005","097-TW","2019/08/22 12:07:34","新北市貢寮區雙玉里田寮洋街22號","121.928546666667","25.0221616666667","6502600","貢寮區"
"228004","212-TW","2019/08/22 12:07:42","新北市貢寮區貢寮里貢寮街17號","121.908085","25.0191033333333","6502600","貢寮區"
"207002","749-BX","2019/08/22 12:07:38","新北市萬里區崁腳里內中福路11-1號","121.664156666667","25.16563","6502800","萬里區"
