"lineid","car","time","location","longitude","latitude","cityid","cityname"
"231030","002-UM","2019/10/18 15:19:24","新北市新店區安民街341號","121.516948333333","24.9749566666667","6500600","新店區"
"231024","0291-UT","2019/10/18 15:19:25","新北市新店區北新路一段311號","121.541236666667","24.967985","6500600","新店區"
"231005","046-UY","2019/10/18 15:19:22","新北市新店區建國路176號","121.538055","24.9798216666667","6500600","新店區"
"231029","106-UY","2019/10/18 15:19:17","新北市新店區安康路三段716號","121.474021666667","24.9420466666667","6500600","新店區"
"231018","107-UY","2019/10/18 15:19:16","新北市新店區中央八街88號","121.526841666667","24.9773833333333","6500600","新店區"
"231036","110-UY","2019/10/18 15:19:22","新北市新店區安祥路69巷15號","121.481951666667","24.961425","6500600","新店區"
"231039","187-VK","2019/10/18 15:19:20","新北市新店區寶元路一段61號","121.542153333333","24.986005","6500600","新店區"
"231032","256-BX","2019/10/18 15:19:20","新北市新店區安泰路17號","121.48516","24.949875","6500600","新店區"
"231023","260-TV","2019/10/18 15:19:30","新北市新店區北新路一段88巷11號","121.543106666667","24.967225","6500600","新店區"
"231003","268-BY","2019/10/18 15:19:27","新北市新店區寶高路120巷1號","121.554571666667","24.9760533333333","6500600","新店區"
"231035","278-BY","2019/10/18 15:19:23","新北市新店區安和路三段21巷3號","121.517211666667","24.9811216666667","6500600","新店區"
"231016","AAD-862","2019/10/18 15:19:23","新北市新店區玉山路22號","121.56802","24.9558083333333","6500600","新店區"
"231006","355-BY","2019/10/18 15:15:07","新北市新店區新坡一街18巷6弄36號","121.548091666667","24.9601833333333","6500600","新店區"
"231038","3712-VJ","2019/10/18 15:19:15","新北市新店區安華路28-1號","121.519705","24.96084","6500600","新店區"
"231025","4715-K9","2019/10/18 15:19:24","新北市新店區安康路一段24巷5號","121.532076666667","24.9607433333333","6500600","新店區"
"231022","512-UM","2019/10/18 15:19:32","新北市新店區永福路54-2號","121.55826","24.9286966666667","6500600","新店區"
"231002","619-UM","2019/10/18 15:19:16","新北市新店區中正路707號","121.533773333333","24.99117","6500600","新店區"
"231034","641-BX","2019/10/18 15:19:25","新北市新店區如意街4巷1號","121.495503333333","24.949155","6500600","新店區"
"231012","KED-0819","2019/10/18 15:19:28","新北市新店區寶慶街35巷16弄15號","121.542781666667","24.98644","6500600","新店區"
"231026","720-UM","2019/10/18 15:19:25","新北市新店區中正路265巷5號","121.538283333333","24.9736016666667","6500600","新店區"
"231028","897-TW","2019/10/18 15:19:26","新北市新店區僑愛五路30號","121.499093333333","24.9443033333333","6500600","新店區"
"231001","898-TW","2019/10/18 15:19:27","新北市新店區北新路一段341號","121.541941666667","24.9688283333333","6500600","新店區"
"231004","899-TW","2019/10/18 15:19:27","新北市新店區建國路62號","121.540556666667","24.9758266666667","6500600","新店區"
"231037","AKT-0513","2019/10/18 15:19:23","新北市新店區安興路69-1號","121.515556666667","24.974965","6500600","新店區"
"241020","478-VK","2019/10/18 15:19:19","新北市三重區重新路四段121號","121.484326666667","25.0525483333333","6500200","三重區"
"235030","003-UY","2019/10/18 15:19:19","新北市中和區保平路326巷31號","121.506328333333","25.004785","6500300","中和區"
"235031","255-BX","2019/10/18 15:19:28","新北市八里區中山路三段409號","121.368511666667","25.1349766666667","6500300","中和區"
"235014","4979-A6","2019/10/18 15:19:26","新北市中和區景平路464巷2弄2號","121.50573","24.99391","6500300","中和區"
"235033","4980-A6","2019/10/18 15:19:23","新北市中和區新生街185號","121.483715","25.0004683333333","6500300","中和區"
"235054","640-BX","2019/10/18 15:07:50","新北市中和區和城路一段271巷1號","121.485523333333","24.9917116666667","6500300","中和區"
"235035","783-BX","2019/10/18 15:08:23","新北市中和區員山路36巷16-3號","121.485025","24.9913166666667","6500300","中和區"
"235012","896-TW","2019/10/18 15:19:29","新北市中和區景新街368號","121.512193333333","24.99038","6500300","中和區"
"235023","AAC-215","2019/10/18 15:19:12","新北市中和區圓通路435巷2-2號","121.486638333333","24.9867733333333","6500300","中和區"
"207002","749-BX","2019/10/18 15:19:29","新北市萬里區崁腳里內中福路14-1號","121.663458333333","25.1655633333333","6502800","萬里區"
"207001","662-BX","2019/10/18 15:19:31","新北市萬里區大鵬里萬里加投19-12號","121.650331666667","25.2091266666667","6502800","萬里區"
"236040","KED-0685","2019/10/18 15:19:16","新北市土城區學府路一段143巷2號","121.453758333333","24.9859183333333","6501300","土城區"
"236077","166-UM","2019/10/18 15:19:25","新北市土城區溪頭路119號","121.40983","24.9514766666667","6501300","土城區"
"236029","253-BX","2019/10/18 15:19:21","新北市土城區中央路一段252-1號","121.444358333333","24.9845533333333","6501300","土城區"
"236024","269-VK","2019/10/18 15:19:31","新北市土城區員林街65號","121.444055","24.977375","6501300","土城區"
"236013","270-VK","2019/10/18 15:19:23","新北市土城區廣福街32-1號","121.457028333333","24.990075","6501300","土城區"
"236032","271-VK","2019/10/18 15:19:27","新北市土城區國際路139巷16號","121.46847","24.97679","6501300","土城區"
"236067","KEA-2877","2019/10/18 15:19:29","新北市土城區裕民路185巷36弄10號","121.454281666667","24.9845166666667","6501300","土城區"
"236016","401-BY","2019/10/18 15:19:30","新北市土城區峰廷街10號","121.468681666667","24.987685","6501300","土城區"
"236060","752-BX","2019/10/18 15:18:30","新北市土城區延和路105巷7弄1號","121.46722","24.9912866666667","6501300","土城區"
"236057","912-UM","2019/10/18 15:19:24","新北市土城區中央路二段258號","121.441605","24.9746666666667","6501300","土城區"
"236045","913-UM","2019/10/18 15:19:21","新北市土城區明德路一段51號","121.465195","24.98472","6501300","土城區"
"236054","AAC-216","2019/10/18 15:16:56","新北市土城區立德路43號","121.462698333333","24.9878983333333","6501300","土城區"
"220027","145-BY","2019/10/18 15:19:25","新北市板橋區西門街18-5號","121.454435","25.0111016666667","6500100","板橋區"
"220030","610-BX","2019/10/18 15:19:17","新北市板橋區大觀路三段108號","121.432335","24.99428","6500100","板橋區"
"220107","286-VK","2019/10/18 15:19:19","新北市板橋區僑中二街106巷2號","121.445818333333","25.00761","6500100","板橋區"
"220029","287-VK","2019/10/18 15:19:31","新北市板橋區僑中一街102巷1弄2號","121.446663333333","25.0120383333333","6500100","板橋區"
"220042","689-BX","2019/10/18 15:19:28","新北市板橋區民生路二段161巷1號","121.470256666667","25.02017","6500100","板橋區"
"220003","827-TW","2019/10/18 15:19:15","新北市板橋區仁愛路21號","121.45887","24.9994966666667","6500100","板橋區"
