SiteName,MonitorDate,Concentration,ItemUnit
馬公,2019-07-26,8,μg/m3
金門,2019-07-26,14,μg/m3
馬祖,2019-07-26,16,μg/m3
宜蘭,2019-07-26,11,μg/m3
陽明,2019-07-26,11,μg/m3
花蓮,2019-07-26,9,μg/m3
臺東,2019-07-26,10,μg/m3
恆春,2019-07-26,6,μg/m3
屏東,2019-07-26,9,μg/m3
前金,2019-07-26,8,μg/m3
美濃,2019-07-26,8,μg/m3
臺南,2019-07-26,8,μg/m3
新營,2019-07-26,8,μg/m3
嘉義,2019-07-26,7,μg/m3
朴子,2019-07-26,8,μg/m3
斗六,2019-07-26,8,μg/m3
南投,2019-07-26,9,μg/m3
彰化,2019-07-26,10,μg/m3
忠明,2019-07-26,9,μg/m3
豐原,2019-07-26,10,μg/m3
三義,2019-07-26,8,μg/m3
苗栗,2019-07-26,8,μg/m3
新竹,2019-07-26,11,μg/m3
竹東,2019-07-26,11,μg/m3
平鎮,2019-07-26,11,μg/m3
桃園,2019-07-26,13,μg/m3
萬華,2019-07-26,14,μg/m3
士林,2019-07-26,14,μg/m3
板橋,2019-07-26,16,μg/m3
汐止,2019-07-26,16,μg/m3
基隆,2019-07-26,14,μg/m3
馬公,2019-07-23,5,μg/m3
金門,2019-07-23,6,μg/m3
馬祖,2019-07-23,9,μg/m3
宜蘭,2019-07-23,6,μg/m3
陽明,2019-07-23,7,μg/m3
花蓮,2019-07-23,5,μg/m3
臺東,2019-07-23,5,μg/m3
恆春,2019-07-23,4,μg/m3
屏東,2019-07-23,6,μg/m3
前金,2019-07-23,5,μg/m3
美濃,2019-07-23,5,μg/m3
臺南,2019-07-23,6,μg/m3
新營,2019-07-23,6,μg/m3
嘉義,2019-07-23,6,μg/m3
朴子,2019-07-23,7,μg/m3
斗六,2019-07-23,6,μg/m3
南投,2019-07-23,6,μg/m3
彰化,2019-07-23,7,μg/m3
忠明,2019-07-23,7,μg/m3
豐原,2019-07-23,8,μg/m3
三義,2019-07-23,7,μg/m3
苗栗,2019-07-23,7,μg/m3
新竹,2019-07-23,9,μg/m3
竹東,2019-07-23,7,μg/m3
平鎮,2019-07-23,9,μg/m3
桃園,2019-07-23,14,μg/m3
萬華,2019-07-23,12,μg/m3
士林,2019-07-23,10,μg/m3
板橋,2019-07-23,15,μg/m3
汐止,2019-07-23,11,μg/m3
基隆,2019-07-23,8,μg/m3
馬公,2019-07-20,,μg/m3
金門,2019-07-20,20,μg/m3
馬祖,2019-07-20,19,μg/m3
宜蘭,2019-07-20,9,μg/m3
