SiteName,SiteEngName,DamName,County,Township,TWD97Lon,TWD97Lat,TWD97TM2X,TWD97TM2Y,SampleDate,SampleLayer,SampleDepth,ItemName,ItemEngName,ItemEngAbbreviation,ItemValue,ItemUnit
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,葉綠素a,Chlorophyl-A,Chl-A,10.7,μg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,總磷,Total-Phosphate,TP,0.005,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,溶氧飽和度,Dissolved Oxygen Saturation,DOS,76.1,%
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,總氮,Total Nitrogen,TN,0.24,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,氨氮,NH3-N,NH3-N,0.02,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,總有機碳,Total Organic Carbon,TOC,1.72,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,化學需氧量,Chemical Oxygen Demand,COD,<4.0,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,溶氧(電極法),Dissolved Oxygen,DO,6.1,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,懸浮固體,Suspended Solid,SS,1.4,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,氣溫,Temperature,TMP,26.1,℃
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,採樣深度,Sampling Depth,SDP,0.5,m
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,導電度,Conductivity,EC,360,μmho/cm25℃
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,濁度,Turbidity,TB,1.4,NTU
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,酸鹼值,pH,pH,8.17,
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,透明度,Transparency,SD,2.4,m
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,水溫,Water Temperature,WT,25.7,℃
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-11-01,表水,0.5m,卡爾森指數,Carlson Trophic State Index,CTSI,42.86,
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,187254.78,2705217.48,2018-10-30,表水,0.5m,葉綠素a,Chlorophyl-A,Chl-A,24.2,μg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,187254.78,2705217.48,2018-10-30,表水,0.5m,總磷,Total-Phosphate,TP,0.038,mg/L
